7.181575,1.4479114,4,0,2
-3.432921,7.0533576,2,2,2
3.8923507,-2.28784,4,0,2
-4.9822755,-7.6633463,0,0,0
-8.07619,-4.6377673,0,2,0
13.281009,-0.14991653,4,0,2
-1.0771395,-11.737009,6,0,0
-2.765694,-11.2817,6,0,0
-8.858871,-4.550123,0,2,0
10.274154,7.163279,4,2,2
-7.753702,3.517442,2,2,0
-3.016652,3.597425,2,2,2
9.505767,0.015367506,4,0,2
7.646393,-2.6421015,4,0,2
-2.666527,-10.75889,6,0,0
-2.748593,-0.042008396,0,2,0
-6.8548765,-11.436293,0,0,0
12.4608135,1.0853591,4,0,2
7.1173954,2.2027981,4,0,2
-8.399334,-7.5634046,0,0,0
-4.850868,9.972281,2,2,2
-8.917909,-8.775847,0,0,0
-9.100283,4.773177,2,2,0
-9.828269,-9.227509,0,0,0
-8.143516,-11.95635,0,0,0
-9.530489,5.91434,2,2,0
-5.741228,-12.11113,0,0,0
-4.617712,-6.5068345,0,0,0
-12.554592,-10.206173,0,0,0
-0.6437542,8.270372,2,2,2
8.85949,4.7158165,4,0,2
-3.3527188,11.066592,2,2,2
-5.9057326,10.805231,2,2,2
-5.5562773,-8.021154,0,0,0
-2.2899806,8.0676365,2,2,2
8.34042,-5.4521284,6,0,2
-3.8969514,-8.598889,0,0,0
7.3819036,0.10390995,4,0,2
-4.229509,1.5449488,2,2,0
-1.684053,-11.028384,6,0,0
10.6276455,5.3855643,4,0,2
10.253277,-0.32941827,4,0,2
11.420714,1.6735153,4,0,2
-4.966856,-12.987518,0,0,0
-7.585854,-10.595758,0,0,0
-7.7922063,-9.602862,0,0,0
-7.875974,3.5113125,2,2,0
6.016599,0.0050647943,4,0,2
-4.107312,-3.9396703,0,0,0
6.7178335,-4.312386,6,0,2
-6.064659,6.0369678,2,2,2
-6.837563,-10.528807,0,0,0
-8.1487255,-8.67048,0,0,0
-8.807227,-12.411386,0,0,0
-3.9265392,1.7189968,2,2,0
