41.992043,5.745857,6,2,2
32.229927,-27.407034,4,26,26
-24.977764,2.9277256,14,12,18
29.358942,-30.392883,4,26,26
11.092322,-20.562803,0,24,22
30.225958,-30.751913,4,26,26
23.609337,-31.074684,4,26,26
29.189209,17.943878,20,0,2
25.949862,-30.551104,4,26,26
20.85717,-18.54033,12,26,26
28.749514,19.3165,20,6,2
36.54014,6.850966,6,2,2
29.001589,16.057934,20,0,2
38.471893,0.73140866,6,30,2
27.850048,-30.704079,4,26,26
26.655146,15.881165,16,0,2
-12.744262,0.311975,14,10,18
21.381315,9.238756,18,32,14
34.043514,-17.93012,12,34,26
31.656614,13.038577,20,2,2
-22.846521,-9.47038,14,12,12
30.828274,-0.7716487,10,30,2
29.408852,20.149843,20,0,2
16.380836,-23.004417,22,22,26
26.74003,-28.255098,4,26,26
28.899769,7.1184573,8,14,2
0.20323497,-18.049313,0,8,8
32.769085,-13.329885,12,34,26
28.019945,-27.95475,4,26,26
27.797962,-27.561451,4,26,26
13.874318,16.706608,24,28,28
28.597319,-28.826443,4,26,26
42.33017,-11.50681,12,34,26
27.000557,-34.400124,4,26,26
10.748841,-15.437184,0,22,22
13.055881,-16.87321,0,22,22
28.388506,7.290172,8,14,2
27.102709,12.214194,16,0,2
-23.403856,-6.921968,14,12,12
14.042868,-24.50988,22,22,26
35.571854,11.895634,6,2,2
24.70735,12.392077,16,4,4
28.832476,9.132725,8,14,2
14.386423,-23.560238,22,22,26
24.386223,17.257965,16,6,6
-9.702499,-3.330662,14,10,12
18.350334,-16.998783,12,22,26
47.428684,3.6496012,6,2,2
-14.836209,3.7707283,14,10,18
22.604532,17.902111,16,6,6
30.231695,13.414514,20,2,2
-17.613176,-2.437003,14,12,12
20.199707,9.237769,18,32,14
10.468371,-15.776112,0,22,22
6.5739093,-11.995563,0,8,30
32.43273,16.370342,20,2,2
29.08821,-31.522173,4,26,26
30.23016,-29.42391,4,26,26
-17.322672,-6.540456,14,12,12
-18.168423,7.9629703,14,10,18
33.473663,-2.1397502,10,30,2
29.547575,21.905365,20,6,6
26.308277,12.033523,8,4,4
21.954351,17.463898,16,6,28
-21.848742,2.709259,14,12,18
31.954771,-26.977688,4,26,26
-5.7587934,-6.934274,2,10,12
44.593407,-20.827103,4,34,26
29.933807,13.676697,20,2,2
37.8025,16.766972,20,2,2
-17.661581,-7.192279,14,12,12
30.271479,-27.91131,4,26,26
31.10284,11.218046,6,2,2
28.528654,-30.091892,4,26,26
3.3987103,-16.89513,0,8,22
10.872632,-18.692204,0,22,22
38.634445,18.222343,20,2,2
27.869837,13.962474,16,0,2
-10.894386,-9.214789,2,12,12
1.4827746,1.7457422,18,10,10
32.383293,12.346014,6,2,2
54.702114,7.5654774,6,2,2
16.936102,17.154358,24,28,28
-12.086623,-3.448178,14,12,12
-11.462582,-1.0070151,14,10,12
17.547537,-14.315,12,20,20
9.6101055,-14.650302,0,22,22
26.955528,-29.544039,4,26,26
11.7826185,-14.117804,0,22,20
27.613853,7.4517617,8,14,2
28.712404,-30.530035,4,26,26
-20.517208,-9.735065,14,12,12
-22.772612,-7.104633,14,12,12
27.28964,-29.156528,4,26,26
12.295888,-6.4137454,0,18,30
11.170441,-8.734525,0,20,20
10.282977,-15.313895,0,22,22
21.921228,14.905719,18,28,28
25.298008,-26.700312,4,26,26
32.90154,15.725894,20,2,2
40.869305,-14.029478,12,34,26
25.705801,12.438549,16,4,4
9.509711,-13.379428,0,22,20
24.823414,8.910438,8,32,4
13.779714,-16.27651,0,22,20
-16.340902,-13.174375,2,12,12
26.27883,8.930815,8,14,4
21.243286,-15.681213,12,20,26
36.57883,3.462382,6,14,2
33.93474,8.354057,6,2,2
-22.703722,-3.7527525,14,12,12
-8.313407,-10.1102085,2,12,12
29.770582,8.0982065,6,14,2
8.919953,-17.358055,0,24,22
30.306602,12.790838,20,2,2
26.304205,-29.407059,4,26,26
30.40776,9.115368,6,2,2
29.773197,-27.178751,4,26,26
28.660604,6.5151997,8,14,2
30.837395,-28.481617,4,26,26
27.417765,17.681883,20,6,2
-18.464748,-2.5275688,14,12,12
35.511833,14.526024,6,2,2
28.576488,11.496304,8,2,2
34.937016,15.126254,20,2,2
25.394308,13.83989,16,4,4
-20.09426,10.465823,14,10,18
-14.208738,1.7897363,14,10,18
32.129116,13.291534,20,2,2
28.597866,-25.462948,4,26,26
28.689922,-30.709803,4,26,26
27.90962,7.814679,8,14,2
-10.610772,-10.5964155,2,12,12
9.611815,-12.109466,0,22,20
26.884129,13.554125,16,0,2
-18.370983,-7.3253856,14,12,12
28.76308,11.828312,8,2,2
13.249395,-17.594427,0,22,22
29.1226,-29.385662,4,26,26
-16.822382,-16.805729,2,12,8
44.66827,-16.123953,4,34,26
20.783876,9.832426,18,32,14
41.022175,12.121823,6,2,2
31.81685,-32.91277,4,26,26
19.040089,-22.11548,22,26,26
17.262636,-19.562294,0,22,26
15.493867,-9.319817,12,20,20
15.962854,-24.749182,22,26,26
9.577092,-17.648561,0,22,22
28.740866,-28.600962,4,26,26
37.296124,21.952824,20,2,2
7.15968,-17.142527,0,24,22
16.13083,25.816954,24,28,6
-4.908167,4.5972652,14,10,18
31.682844,14.214472,20,2,2
26.36888,-29.168524,4,26,26
33.990665,11.068111,6,2,2
30.29134,-30.903826,4,26,26
29.701622,14.199257,20,0,2
7.2082167,-5.525883,0,10,30
19.055857,-10.07781,12,20,20
29.970392,-30.288734,4,26,26
31.31537,12.712873,6,2,2
-12.023758,10.438403,14,10,18
-12.002607,-6.7928243,14,12,12
52.21795,8.428338,6,2,2
-21.39013,-9.313234,14,12,12
53.41062,-0.061169136,6,2,2
25.114206,11.470155,8,4,4
30.328295,-26.255945,4,26,26
25.323652,3.187148,10,30,14
9.994581,-1.2112068,10,16,16
-18.542538,9.459619,14,10,18
10.119501,-13.819882,0,22,20
15.606924,-18.11266,0,22,26
28.194376,-28.276005,4,26,26
33.667225,14.453088,20,2,2
32.60916,7.6902556,6,2,2
-19.491129,-2.516844,14,12,12
